FAKULTA_SP,ROK_NAR,STAT_OBCANSTVI,PSC_BYDL,PSC_CIZI,OBEC_BYDLISTE,OBEC_CIZI,STAT_BYDLISTE,NAZEV_S_SKOLY,STAT_S_SKOLY,ADRESA_S_SKOLY,CIS_OBORU,MATURITA,STRED_SKOLA_CIZI,STRED_SKOLA_CIZI_MISTO,STRED_SKOLA_CIZI_OBOR,VS_SKOLA,NAZEV_VS,STAT_VS,VS_ROK_ABSOL,ROK_PR,CISP_KOD,CZ_NAZEV,FORMA,TYP,PR_NAZEV,PR_OBOR,PR_KOMBINACE,SDRUZENE,KOLO_PRIHLASKY,skupina_oboru,stupen_vzdelani,OKRUH1,OKRUH2
PRF,2000.0,Česká republika,0,,nevyplněno,,Česká republika,"SŠ pedagogická, hotelnictví a služeb",Česká republika,"Litoměřice, Komenského 754/3 , 41201",7531M01,2019,,,,,,,,2019,B1101,Matematika,P,B,MA AJ,,MA AJ,,1,"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),MA,AJ
PRF,1999.0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Roudnice nad Labem, Havlíčkova 175 , 41301",7941K41,2018,,,,,,,2021.0,2019,B1101,Matematika,P,B,MA BI,,MA  BI,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),MA,BI
PRF,,Česká republika,0,,nevyplněno,,Česká republika,První české gymnázium v Karlových Varech,Česká republika,"Karlovy Vary, Národní 445/25 , 36001",7941K41,2019,,,,,,,,2019,B1101,Matematika,P,B,MA BI,,MA  BI,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),MA,BI
PRF,1998.0,Česká republika,41705,,Osek,,Česká republika,Gymnázium T. G. Masaryka,Česká republika,"Litvínov, Studentská 640 , 43601",7941K41,2018,,,,,,,,2019,B1101,Matematika,P,B,MA BI,,MA  BI,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),MA,BI
PRF,,Česká republika,0,,nevyplněno,,Česká republika,ZŠ T. G. Masaryka a gymnázium,Česká republika,"Česká Kamenice, Palackého 535 , 40721",7941K81,2018,,,,,,,,2019,B1101,Matematika,P,B,MA GEO,,MA GEO,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),MA,GEO
PRF,2000.0,Česká republika,40001,,Ústí nad Labem,,Česká republika,Gymnázium,Česká republika,"Ústí nad Labem, Jateční 243/22 , 40001",7941K41,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2019,B1101,Matematika,P,B,MA GEO,,MA GEO,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),MA,GEO
PRF,,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Děčín, Komenského nám. 340/4 , 40502",7941K81,2018,,,,UNIVERZITA KARLOVA V PRAZE,UNIVERZITA KARLOVA V PRAZE,Česká republika,,2019,B1101,Matematika,P,B,MA GEO,,MA GEO,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),MA,GEO
PRF,1999.0,Česká republika,0,,nevyplněno,,Česká republika,Podkrušnohorské gymnázium,Česká republika,"Most, Čsl. armády 1530/29 , 43401",7941K401,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2021.0,2019,B1101,Matematika,P,B,MA GEO,,MA GEO,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),MA,GEO
PRF,,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Děčín, Komenského nám. 340/4 , 40502",7941K81,2019,,,,,,,,2019,B1101,Matematika,P,B,MA GEO,,MA GEO,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),MA,GEO
PRF,2000.0,Česká republika,41752,,Hostomice,,Česká republika,VOŠ zdravotnická a SŠ zdravotnická,Česká republika,"Ústí nad Labem, Palachova 700/35 , 40001",7842M04,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2019,B1101,Matematika,P,B,MA GEO,,MA GEO,,2,Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),MA,GEO
PRF,,Česká republika,0,,nevyplněno,,Česká republika,VOŠ zdravotnická a SŠ zdravotnická,Česká republika,"Ústí nad Labem, Palachova 700/35 , 40001",7842M04,2019,,,,,,,,2019,B1101,Matematika,P,B,MA GEO,,MA GEO,,2,Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),MA,GEO
PRF,1999.0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Teplice, Čs. dobrovolců 530/11 , 41501",7941K41,2018,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2021.0,2019,B1101,Matematika,P,B,MA GEO,,MA GEO,,2,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),MA,GEO
PRF,,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Teplice, Čs. dobrovolců 530/11 , 41501",7941K41,2019,,,,,,,,2019,B1101,Matematika,P,B,MA HI,,MA HI,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),MA,HI
PRF,,Česká republika,0,,nevyplněno,,Česká republika,"Gymnázium Aš, příspěvková organizace",Česká republika,"Aš, Hlavní 2514/106 , 35201",7941K61,2019,,,,,,,,2019,B1101,Matematika,P,B,MA HV,,MA HV,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),MA,HV
PRF,,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Děčín, Komenského nám. 340/4 , 40502",7941K41,2017,,,,,,,,2019,B1101,Matematika,P,B,MA HV,,MA HV,,2,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),MA,HV
PRF,1995.0,Česká republika,0,,nevyplněno,,Česká republika,"Hotelová škola, Obchodní akademie a SPŠ",Česká republika,"Teplice, Benešovo náměstí 604/1 , 41501",2345M01,2015,,,,,,,,2019,B1101,Matematika,P,B,MA SV,,MA SV,,1,Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),MA,SV
PRF,,Česká republika,0,,nevyplněno,,Česká republika,"VOŠ ekon., soc. a zdrav., OA, SPgŠ a SZŠ",Česká republika,"Most, Zdeňka Fibicha 2778/20 , 43401",7842M03,2019,,,,,,,,2019,B1101,Matematika,P,B,MA TV,,MA  TV,,1,Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),MA,TV
PRF,2000.0,Česká republika,41742,,Krupka,,Česká republika,"Biskupské gymnázium, ZŠ a MŠ Bohosudov",Česká republika,"Krupka, Koněvova 100 , 41742",7941K81,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2020.0,2019,B1101,Matematika,P,B,MA TV,,MA  TV,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),MA,TV
PRF,2000.0,Česká republika,40001,,Ústí nad Labem,,Česká republika,Gymnázium,Česká republika,"Ústí nad Labem, Jateční 243/22 , 40001",7941K41,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2019,B1101,Matematika,P,B,MA TV,,MA  TV,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),MA,TV
PRF,,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Lovosice, Sady pionýrů 600/6 , 41002",7941K41,2019,,,,,,,,2019,B1101,Matematika,P,B,MA TV,,MA  TV,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),MA,TV
PRF,2000.0,Česká republika,41741,,Krupka,,Česká republika,"Biskupské gymnázium, ZŠ a MŠ Bohosudov",Česká republika,"Krupka, Koněvova 100 , 41742",7941K81,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2019,B1101,Matematika,P,B,MA TV,,MA  TV,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),MA,TV
PRF,2000.0,Česká republika,41184,,Straškov-Vodochody,,Česká republika,Gymnázium,Česká republika,"Roudnice nad Labem, Havlíčkova 175 , 41301",7941K41,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2019,B1101,Matematika,P,B,MA VV,,MA VV,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),MA,VV
PRF,1999.0,Česká republika,41181,,Brozany nad Ohří,,Česká republika,SOŠ,Česká republika,,7842M02,2018,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2020.0,2019,B1101,Matematika,P,B,MA VV,,MA VV,,2,Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),MA,VV
PRF,1999.0,Česká republika,0,,nevyplněno,,Česká republika,SPŠ elektrotechnická,Česká republika,"Praha 2 - Nové Město, Ječná 517/30 , 12000",1820M01,2018,,,,,,,,2019,B1101,Matematika,P,B,MA INF,,MA INF 4178,,1,Informatické obory,Úplné střední odborné vzdělání s maturitou (bez vyučení),MA,INF
PRF,,Česká republika,0,,nevyplněno,,Česká republika,Střední průmyslová škola na Proseku,Česká republika,"Praha 9 - Prosek, Novoborská 610/2 , 19000",2645M01,2019,,,,,,,,2019,B1101,Matematika,P,B,MA INF,,MA INF 4178,,1,"Elektrotechnika, telekomunikační a výpočetní technika",Úplné střední odborné vzdělání s maturitou (bez vyučení),MA,INF
PRF,1999.0,Česká republika,0,,nevyplněno,,Česká republika,"VOŠ a SPŠ strojní, stavební a dopravní",Česká republika,"Děčín, Čsl. armády 681/10 , 40502",3647M01,2018,,,,,,,,2019,B1101,Matematika,P,B,MA INF,,MA INF 4178,,1,"Stavebnictví, geodézie a kartografie",Úplné střední odborné vzdělání s maturitou (bez vyučení),MA,INF
PRF,2000.0,Česká republika,0,,nevyplněno,,Česká republika,Střední průmyslová škola,Česká republika,"Ústí nad Labem, Resslova 210/5 , 40001",1820M01,2019,,,,,,,,2019,B1101,Matematika,P,B,MA INF,,MA INF 4178,,1,Informatické obory,Úplné střední odborné vzdělání s maturitou (bez vyučení),MA,INF
PRF,,Česká republika,0,,nevyplněno,,Česká republika,Střední škola AGC a.s.,Česká republika,"Teplice, Rooseveltovo náměstí 5/5 , 41503",1820M01,2019,,,,,,,,2019,B1101,Matematika,P,B,MA INF,,MA INF 4178,,2,Informatické obory,Úplné střední odborné vzdělání s maturitou (bez vyučení),MA,INF
PRF,2000.0,Česká republika,41184,,Straškov-Vodochody,,Česká republika,Gymnázium,Česká republika,"Roudnice nad Labem, Havlíčkova 175 , 41301",7941K41,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2019,B1101,Matematika,P,B,,1101R052 - MAvPV,,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,2000.0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Teplice, Čs. dobrovolců 530/11 , 41501",7941K41,2020,,,,,,,,2019,B1101,Matematika,P,B,,1101R052 - MAvPV,,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,,Vietnamská socialistická republika,0,,nevyplněno,,Česká republika,Zahraniční školy-Vietnamská socialistická republika,Vietnamská socialistická republika,,,2010,Hadong,Hanoj,gymnázium,,,,,2019,B1101,Matematika,P,B,,1101R052 - MAvPV,,,1,,,,
PRF,1994.0,Česká republika,0,,nevyplněno,,Česká republika,"VOŠ,OA,SOŠ a JŠ s pr. SJZ EKONOM, o.p.s.",Česká republika,"Litoměřice, Palackého 730/1 , 41201",6341M02,2014,,,,ZAPADOCESKA UNIVERZITA V PLZNI,ZAPADOCESKA UNIVERZITA V PLZNI,Česká republika,2020.0,2019,B1101,Matematika,P,B,,1101R052 - MAvPV,,,1,Ekonomika a administrativa,Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium a obchodní akademie Mar. Lázně,Česká republika,"Mariánské Lázně, Ruská 355/7 , 35301",7941K401,2013,,,,UNIVERZITA KARLOVA V PRAZE,UNIVERZITA KARLOVA V PRAZE,Česká republika,2018.0,2019,B1101,Matematika,P,B,,1101R052 - MAvPV,,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium Josefa Jungmanna,Česká republika,"Litoměřice, Svojsíkova 1015/1a , 41201",7941K401,2014,,,,,,,,2019,B1101,Matematika,P,B,,1101R052 - MAvPV,,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,2000.0,Česká republika,40001,,Ústí nad Labem,,Česká republika,Gymnázium,Česká republika,"Ústí nad Labem, Jateční 243/22 , 40001",7941K41,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2019,B1101,Matematika,P,B,,1101R052 - MAvPV,,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,1999.0,Česká republika,0,,nevyplněno,,Česká republika,SPŠ a VOŠ,Česká republika,"Chomutov, Školní 1060/50 , 43001",2641M01,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2020.0,2019,B1101,Matematika,P,B,,1101R052 - MAvPV,,,1,"Elektrotechnika, telekomunikační a výpočetní technika",Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,,Ostatní,0,,nevyplněno,,Česká republika,Zahraniční školy-Ruská federace,Ruská federace,,,2018,Škola č.11,Puškino,Obyčejný,,,,,2019,B1101,Matematika,P,B,,1101R052 - MAvPV,,,1,,,,
PRF,,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium a obchodní akademie Mar. Lázně,Česká republika,"Mariánské Lázně, Ruská 355/7 , 35301",7941K41,2013,,,,,,,,2019,B1101,Matematika,P,B,,1101R052 - MAvPV,,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,1994.0,Česká republika,40001,,Ústí nad Labem,,Česká republika,Gymnázium,Česká republika,"Ústí nad Labem, Jateční 243/22 , 40001",7941K401,2014,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,,2019,B1101,Matematika,P,B,,1101R052 - MAvPV,,,2,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,2000.0,Česká republika,41752,,Hostomice,,Česká republika,VOŠ zdravotnická a SŠ zdravotnická,Česká republika,"Ústí nad Labem, Palachova 700/35 , 40001",7842M04,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2019,B1101,Matematika,P,B,,1101R052 - MAvPV,,,2,Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium Josefa Jungmanna,Česká republika,"Litoměřice, Svojsíkova 1015/1a , 41201",7941K41,2019,,,,,,,,2019,B1301,Geografie,P,B,GEO AJ,,GEO AJ,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),GEO,AJ
PRF,,Česká republika,0,,nevyplněno,,Česká republika,"Gymnázium a Střední odborná škola, Plasy",Česká republika,"Plasy, Školní 280 , 33101",7941K81,2019,,,,,,,,2019,B1301,Geografie,P,B,GEO AJ,,GEO AJ,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),GEO,AJ
PRF,2000.0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Děčín, Komenského nám. 340/4 , 40502",7941K41,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2021.0,2019,B1301,Geografie,P,B,GEO AJ,,GEO AJ,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),GEO,AJ
PRF,,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium Josefa Jungmanna,Česká republika,"Litoměřice, Svojsíkova 1015/1a , 41201",7941K41,2018,,,,,,,,2019,B1301,Geografie,P,B,GEO AJ,,GEO AJ,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),GEO,AJ
PRF,,Česká republika,0,,nevyplněno,,Česká republika,OA a jazyková škola s právem SJZ,Česká republika,"Ústí nad Labem, Pařížská 1670/15 , 40001",7842M02,2019,,,,,,,,2019,B1301,Geografie,P,B,GEO AJ,,GEO AJ,,1,Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),GEO,AJ
PRF,,Česká republika,0,,nevyplněno,,Česká republika,"VOŠ a SPŠ strojní, stavební a dopravní",Česká republika,"Děčín, Čsl. armády 681/10 , 40502",3647M001,2019,,,,,,,,2019,B1301,Geografie,P,B,GEO AJ,,GEO AJ,,1,"Stavebnictví, geodézie a kartografie",Úplné střední odborné vzdělání s maturitou (bez vyučení),GEO,AJ
PRF,2000.0,Česká republika,0,,nevyplněno,,Česká republika,"SŠ pedagogická, hotelnictví a služeb",Česká republika,"Litoměřice, Komenského 754/3 , 41201",7842M03,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,,2019,B1301,Geografie,P,B,GEO AJ,,GEO AJ,,1,Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),GEO,AJ
PRF,2000.0,Česká republika,0,,nevyplněno,,Česká republika,OA a jazyková škola s právem SJZ,Česká republika,"Ústí nad Labem, Pařížská 1670/15 , 40001",6341M02,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2020.0,2019,B1301,Geografie,P,B,GEO AJ,,GEO AJ,,1,Ekonomika a administrativa,Úplné střední odborné vzdělání s maturitou (bez vyučení),GEO,AJ
PRF,1999.0,Česká republika,41002,,Lovosice,,Česká republika,Gymnázium,Česká republika,"Lovosice, Sady pionýrů 600/6 , 41002",7941K81,2018,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2022.0,2019,B1301,Geografie,P,B,GEO AJ,,GEO AJ,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),GEO,AJ
PRF,,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium Bohumila Hrabala,Česká republika,"Nymburk, Komenského 779/10 , 28802",7941K81,2019,,,,,,,,2019,B1301,Geografie,P,B,GEO AJ,,GEO AJ,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),GEO,AJ
PRF,1996.0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Chomutov, Mostecká 3000 , 43001",7941K41,2015,,,,,,,,2019,B1301,Geografie,P,B,GEO HI,,GEO HI,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),GEO,HI
PRF,,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Děčín, Komenského nám. 340/4 , 40502",7941K41,2013,,,,,,,,2019,B1301,Geografie,P,B,GEO HI,,GEO HI,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),GEO,HI
PRF,,Česká republika,0,,nevyplněno,,Česká republika,VOŠ zdravotnická a SŠ zdravotnická,Česká republika,"Ústí nad Labem, Palachova 700/35 , 40001",7842M04,2019,,,,,,,,2019,B1301,Geografie,P,B,GEO HI,,GEO HI,,1,Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),GEO,HI
PRF,,Česká republika,0,,nevyplněno,,Česká republika,"Gymnázium, příspěvková organizace",Česká republika,"Frýdlant, Mládeže 884 , 46401",7941K81,2015,,,,,,,,2019,B1301,Geografie,P,B,GEO HI,,GEO HI,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),GEO,HI
PRF,2000.0,Česká republika,51301,,Chuchelna,,Česká republika,"Gymn.I.Olbrachta, příspěvková organizace",Česká republika,"Semily, Nad Špejcharem 574 , 51301",7941K41,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2022.0,2019,B1301,Geografie,P,B,GEO HI,,GEO HI,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),GEO,HI
PRF,2000.0,Česká republika,41501,,Teplice,,Česká republika,GYMNÁZIUM J.A.Komenského s.r.o.,Česká republika,"Dubí, Bystřická 275/27 , 41703",7941K81,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2019,B1301,Geografie,P,B,GEO HI,,GEO HI,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),GEO,HI
PRF,2000.0,Česká republika,40011,,Ústí nad Labem,,Česká republika,VOŠ zdravotnická a SŠ zdravotnická,Česká republika,"Ústí nad Labem, Palachova 700/35 , 40001",7842M04,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2022.0,2019,B1301,Geografie,P,B,GEO HI,,GEO HI,,1,Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),GEO,HI
PRF,,Česká republika,0,,nevyplněno,,Česká republika,SOŠ a SOU řemesel,Česká republika,"Kutná Hora, Čáslavská 202 , 28401",2643L502,2019,,,,,,,,2019,B1301,Geografie,P,B,GEO HI,,GEO HI,,1,"Elektrotechnika, telekomunikační a výpočetní technika",Úplné střední odborné vzdělání s odborným výcvikem a maturitou,GEO,HI
PRF,,Česká republika,0,,nevyplněno,,Česká republika,"Gymnázium, příspěvková organizace",Česká republika,"Česká Lípa, Žitavská 2969 , 47006",7941K81,2019,,,,,,,,2019,B1301,Geografie,P,B,GEO HI,,GEO HI,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),GEO,HI
PRF,1999.0,Česká republika,43801,,Velemyšleves,,Česká republika,OA a SOŠ zemědělská a ekologická,Česká republika,"Žatec, Studentská 1354 , 43801",6843M01,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2022.0,2019,B1301,Geografie,P,B,GEO HI,,GEO HI,,1,"Právo, právní a veřejnosprávní činnost",Úplné střední odborné vzdělání s maturitou (bez vyučení),GEO,HI
PRF,,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium Dr. Josefa Pekaře,Česká republika,"Mladá Boleslav, Palackého 211/3 , 29301",7941K41,2019,,,,,,,,2019,B1301,Geografie,P,B,GEO HI,,GEO HI,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),GEO,HI
PRF,,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Chomutov, Mostecká 3000 , 43001",7941K41,2019,,,,,,,,2019,B1301,Geografie,P,B,GEO HI,,GEO HI,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),GEO,HI
PRF,,Česká republika,0,,nevyplněno,,Česká republika,"Gymnázium, příspěvková organizace",Česká republika,"Jablonec nad Nisou, U Balvanu 764/16 , 46601",7941K41,2017,,,,,,,,2019,B1301,Geografie,P,B,GEO HI,,GEO HI,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),GEO,HI
PRF,,Česká republika,0,,nevyplněno,,Česká republika,"Gymn.a SOŠ, příspěvková organizace",Česká republika,"Klášterec nad Ohří, Chomutovská 459 , 43151",7941K41,2019,,,,,,,,2019,B1301,Geografie,P,B,GEO HI,,GEO HI,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),GEO,HI
PRF,1999.0,Česká republika,0,,nevyplněno,,Česká republika,"Biskupské gymnázium, ZŠ a MŠ Bohosudov",Česká republika,"Krupka, Koněvova 100 , 41742",7941K401,2019,,,,,,,,2019,B1301,Geografie,P,B,GEO HI,,GEO HI,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),GEO,HI
PRF,1999.0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium a SOŠ dr. Václava Šmejkala,Česká republika,"Ústí nad Labem, Stavbařů 2857/5 , 40011",7941K41,2018,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2020.0,2019,B1301,Geografie,P,B,GEO HI,,GEO HI,,2,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),GEO,HI
PRF,,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium Dr. Josefa Pekaře,Česká republika,"Mladá Boleslav, Palackého 211/3 , 29301",7941K401,2019,,,,,,,,2019,B1301,Geografie,P,B,GEO INF,,GEO INF 4171,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),GEO,INF
PRF,,Česká republika,0,,nevyplněno,,Česká republika,SOŠ,Česká republika,,1820M01,2019,,,,,,,,2019,B1301,Geografie,P,B,GEO INF,,GEO INF 4171,,1,Informatické obory,Úplné střední odborné vzdělání s maturitou (bez vyučení),GEO,INF
PRF,,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Ústí nad Labem, Jateční 243/22 , 40001",7941K81,2013,,,,UNIVERZITA KARLOVA V PRAZE,UNIVERZITA KARLOVA V PRAZE,Česká republika,2019.0,2019,B1301,Geografie,P,B,GEO INF,,GEO INF 4171,,2,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),GEO,INF
PRF,2000.0,Česká republika,44001,,Dobroměřice,,Česká republika,Gymnázium Václava Hlavatého,Česká republika,"Louny, Poděbradova 661 , 44001",7941K81,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2019,B1301,Geografie,P,B,GEO NJ,,GEO NJ,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),GEO,NJ
PRF,,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Prachatice, Zlatá stezka 137 , 38301",,1997,,,,,,,,2019,B1301,Geografie,P,B,GEO NJ,,GEO NJ,,2,,,GEO,NJ
