FAKULTA_SP,ROK_NAR,STAT_OBCANSTVI,PSC_BYDL,PSC_CIZI,OBEC_BYDLISTE,OBEC_CIZI,STAT_BYDLISTE,NAZEV_S_SKOLY,STAT_S_SKOLY,ADRESA_S_SKOLY,CIS_OBORU,MATURITA,STRED_SKOLA_CIZI,STRED_SKOLA_CIZI_MISTO,STRED_SKOLA_CIZI_OBOR,VS_SKOLA,NAZEV_VS,STAT_VS,VS_ROK_ABSOL,ROK_PR,CISP_KOD,CZ_NAZEV,FORMA,TYP,PR_NAZEV,PR_OBOR,PR_KOMBINACE,SDRUZENE,KOLO_PRIHLASKY,skupina_oboru,stupen_vzdelani,OKRUH1,OKRUH2
PRF,2001.0,Česká republika,0,,nevyplněno,,Česká republika,gymnázia,Česká republika,,7941K41,2021,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,2001.0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium a SOŠ dr. Václava Šmejkala,Česká republika,"Ústí nad Labem, Stavbařů 2857/5 , 40011",2844M01,2021,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,Technická chemie a chemie silikátů,Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2001.0,Česká republika,0,,nevyplněno,,Česká republika,Střední průmyslová škola,Česká republika,"Ústí nad Labem, Resslova 210/5 , 40001",2341M01,2021,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2022.0,2022,B0532A330032,Geografie,P,B,,,,,1,Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2001.0,Česká republika,43191,,Kryštofovy Hamry,,Česká republika,"SŠ pedagogická, hotelnictví a služeb",Česká republika,"Litoměřice, Komenského 754/3 , 41201",7842M03,2021,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,Obecně odborná příprava,Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2001.0,Česká republika,40007,,Ústí nad Labem,,Česká republika,Gymnázium a SOŠ dr. Václava Šmejkala,Česká republika,"Ústí nad Labem, Stavbařů 2857/5 , 40011",7941K41,2021,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2022,B0532A330032,Geografie,P,B,,,,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,2001.0,Česká republika,0,,nevyplněno,,Česká republika,Střední škola AGC a.s.,Česká republika,"Teplice, Rooseveltovo náměstí 5/5 , 41503",7531M01,2022,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2002.0,Republika Kazachstán,0,,nevyplněno,,Česká republika,Zahraniční školy-Republika Kazachstán,Republika Kazachstán,,,2020,Lyceum č. 66,Karaganda,Všeobecná,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,,,,
PRF,2003.0,Česká republika,40335,,Libouchec,,Česká republika,Gymnázium,Česká republika,"Děčín, Komenského nám. 340/4 , 40502",7941K41,2022,,,,ZAPADOCESKA UNIVERZITA V PLZNI,ZAPADOCESKA UNIVERZITA V PLZNI,Česká republika,,2022,B0532A330032,Geografie,P,B,,,,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,2002.0,Česká republika,0,,nevyplněno,,Česká republika,Střední průmyslová škola Ostrov,Česká republika,"Ostrov, Klínovecká 1197 , 36301",1820M01,2022,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,Informatické obory,Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2003.0,Česká republika,0,,nevyplněno,,Česká republika,SOŠ,Česká republika,,1601M01,2022,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,Ekologie a ochrana životního prostředí,Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2003.0,Česká republika,0,,nevyplněno,,Česká republika,"Gymnázium Dr. A. Randy, přísp. org.",Česká republika,"Jablonec nad Nisou, Dr. Randy 4096/13 , 46601",7941K81,2022,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,2003.0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Chomutov, Mostecká 3000 , 43001",7941K41,2022,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,2003.0,Česká republika,0,,nevyplněno,,Česká republika,"Střední škola ARCUS, s.r.o.",Česká republika,"Praha 9 - Hloubětín, Kardašovská 691 , 19800",6542M02,2022,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,"Gastronomie, hotelnictví a turismus",Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2002.0,Česká republika,0,,nevyplněno,,Česká republika,"TRIVIS - SŠ veřejnoprávní, s.r.o.",Česká republika,"Ústí nad Labem, Máchova 1376/3 , 40003",6842M01,2022,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,"Právo, právní a veřejnosprávní činnost",Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2002.0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Ústí nad Labem, Jateční 243/22 , 40001",7941K41,2022,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,2002.0,Česká republika,0,,nevyplněno,,Česká republika,Střední škola technická,Česká republika,"Most, Dělnická 21 , 43401",2641M01,2022,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,"Elektrotechnika, telekomunikační a výpočetní technika",Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2002.0,Česká republika,69674,,Javorník,,Česká republika,Obchodní akademie a SOU,Česká republika,"Veselí nad Moravou, Kollárova 1669 , 69801",6341M02,2022,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,Ekonomika a administrativa,Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,1997.0,Česká republika,0,,nevyplněno,,Česká republika,"Sport.a podnikatel. střední škola,s.r.o.",Česká republika,"Plzeň, sady 5. května 2395/21 , 30100",6431N07,2016,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,"Podnikání v oborech, odvětví",Vyšší odborné vzdělání,,
PRF,2001.0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Jeseník, Komenského 281/3 , 79001",7942K41,2020,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,1997.0,Česká republika,0,,nevyplněno,,Česká republika,gymnázia,Česká republika,,7941K004,2017,,,,Česká zemědělská univerzita,,,2022.0,2022,B0532A330032,Geografie,P,B,,,,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,2002.0,Česká republika,0,,nevyplněno,,Česká republika,VOŠ zdravotnická a SŠ zdravotnická,Česká republika,"Ústí nad Labem, Palachova 700/35 , 40001",5343M005,2022,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,Zdravotnictví,Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2003.0,Ruská federace,0,,nevyplněno,,Česká republika,Zahraniční školy-Ruská federace,Ruská federace,,,2020,Škola 13,Tobolsk,Všeobecná,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,,,,
PRF,2002.0,Česká republika,46851,,Smržovka,,Česká republika,"Gymnázium a OA, příspěvková organizace",Česká republika,"Tanvald, Školní 305 , 46841",7941K81,2022,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2022,B0532A330032,Geografie,P,B,,,,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,2000.0,Ruská federace,0,,nevyplněno,,Česká republika,Zahraniční školy-Ruská federace,Ruská federace,,,2016,Střední škola číslo 40,Perm,Všeobecná,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,,,,
PRF,2003.0,Ruská federace,0,,nevyplněno,,Česká republika,Zahraniční školy-Ruská federace,Ruská federace,,,2021,Lyceum 159,Jekatěrinburg,Všeobecná,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,,,,
PRF,2002.0,Česká republika,0,,nevyplněno,,Česká republika,Střední odborná škola InterDACT s.r.o.,Česká republika,"Most, Pionýrů 2806/7 , 43401",1820M01,2021,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,Informatické obory,Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2003.0,Česká republika,0,,nevyplněno,,Česká republika,"SŠ obchodu, řemesel, služeb a ZŠ",Česká republika,"Ústí nad Labem, Keplerova 315/7 , 40007",7541M01,2022,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2003.0,Ukrajina,0,,nevyplněno,,Česká republika,Zahraniční školy-Ukrajina,Ukrajina,,,2021,lyceum č. 15,Černihiv,Fyzicko matematický obor,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,,,,
PRF,2002.0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium a SOŠ dr. Václava Šmejkala,Česká republika,"Ústí nad Labem, Stavbařů 2857/5 , 40011",2844M01,2022,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,Technická chemie a chemie silikátů,Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2002.0,Česká republika,41801,,Bílina,,Česká republika,gymnázia,Česká republika,,7941K41,2022,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,,2022,B0532A330032,Geografie,P,B,,,,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,2003.0,Běloruská republika,0,,nevyplněno,,Česká republika,Zahraniční školy-Běloruská republika,Běloruská republika,,,2021,Středni škola č. 148,Minsk,anglický jazyk,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,,,,
PRF,2002.0,Česká republika,41002,,Lovosice,,Česká republika,Gymnázium,Česká republika,"Lovosice, Sady pionýrů 600/6 , 41002",7941K81,2022,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,2003.0,Česká republika,40331,,Ústí nad Labem,,Česká republika,"SŠ obchodu, řemesel, služeb a ZŠ",Česká republika,"Ústí nad Labem, Keplerova 315/7 , 40007",6542M02,2022,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,"Gastronomie, hotelnictví a turismus",Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2003.0,Česká republika,0,,nevyplněno,,Česká republika,"SŠ tech., příspěvková organizace",Česká republika,"Ústí nad Labem, U Panského dvora 1006 , 40001",2345L01,2022,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,Strojírenství a strojírenská výroba,Úplné střední odborné vzdělání s odborným výcvikem a maturitou,,
PRF,2003.0,Česká republika,40505,,Děčín,,Česká republika,"Evropská OA, příspěvková organizace",Česká republika,"Děčín, Komenského nám. 520/2 , 40502",6341M02,2022,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,Ekonomika a administrativa,Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2003.0,Ruská federace,0,683002,nevyplněno,,Ruská federace,Zahraniční školy-Ruská federace,Ruská federace,,,2021,Střední škola č. 40,Petropavlovsk Kamchatsky,Obecná,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2022,B0532A330032,Geografie,P,B,,,,,1,,,,
PRF,2002.0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Chomutov, Mostecká 3000 , 43001",7941K41,2022,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,2001.0,Republika Kazachstán,0,110000,nevyplněno,Kostanaj,Republika Kazachstán,Zahraniční školy-Republika Kazachstán,Republika Kazachstán,,,2020,Gymnázium Maxima Gorkého,Kostanaj,Všeobecná,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2022,B0532A330032,Geografie,P,B,,,,,1,,,,
PRF,2002.0,Česká republika,41701,,Dubí,,Česká republika,Gymnázium a Střední průmyslová škola,Česká republika,"Duchcov, Masarykova 909/12 , 41901",3646M01,2022,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2022,B0532A330032,Geografie,P,B,,,,,1,"Stavebnictví, geodézie a kartografie",Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2003.0,Česká republika,40003,,Ústí nad Labem,,Česká republika,Střední průmyslová škola,Česká republika,"Ústí nad Labem, Resslova 210/5 , 40001",3742M01,2022,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2022,B0532A330032,Geografie,P,B,,,,,1,Doprava a spoje,Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2002.0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Ústí nad Labem, Jateční 243/22 , 40001",7941K401,2022,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,2001.0,Česká republika,0,,nevyplněno,,Česká republika,Vyšší odborná škola a Střední zem. škola,Česká republika,"Benešov, Mendelova 131 , 25601",4141M001,2020,,,,JIHOCESKÁ UNIVERZITA V CESKYCH BUDEJOVICICH,JIHOCESKÁ UNIVERZITA V CESKYCH BUDEJOVICICH,Česká republika,2021.0,2022,B0532A330032,Geografie,P,B,,,,,1,Zemědělství a lesnictví,Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2002.0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Ústí nad Labem, Jateční 243/22 , 40001",7941K81,2022,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,2002.0,Česká republika,0,,nevyplněno,,Česká republika,gymnázia,Česká republika,,7941K41,2022,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,2003.0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Děčín, Komenského nám. 340/4 , 40502",7941K41,2022,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,1999.0,Česká republika,0,,nevyplněno,,Česká republika,"SOŠ obchodu, užitého umění a designu",Česká republika,"Plzeň, Nerudova 1214/33 , 30100",,2019,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,,,,
PRF,2003.0,Česká republika,40011,,Ústí nad Labem,,Česká republika,"SŠ obchodu, řemesel, služeb a ZŠ",Česká republika,"Ústí nad Labem, Keplerova 315/7 , 40007",7541M007,2022,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2003.0,Česká republika,0,,nevyplněno,,Česká republika,Střední průmyslová škola stavební,Česká republika,"Plzeň, Chodské náměstí 1585/2 , 30100",3646M01,2022,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,"Stavebnictví, geodézie a kartografie",Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2003.0,Slovenská republika,0,,nevyplněno,,Česká republika,SOU,Česká republika,,2641L01,2022,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,"Elektrotechnika, telekomunikační a výpočetní technika",Úplné střední odborné vzdělání s odborným výcvikem a maturitou,,
PRF,2003.0,Ukrajina,0,,nevyplněno,,Česká republika,Zahraniční školy-Ukrajina,Ukrajina,,,2021,Gymnázium Záporizhzhya 45,Zaporizhzhia,Všeobecná,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,,,,
PRF,1999.0,Ruská federace,0,,nevyplněno,,Česká republika,Zahraniční školy-Ruská federace,Ruská federace,,,2015,Gymnázium č.15,Novosibirsk,základní všeobecné středoškolské vzdělání,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,,,,
PRF,2002.0,Česká republika,37701,,Jindřichův Hradec,,Česká republika,Gymnázium Vítězslava Nováka,Česká republika,"Jindřichův Hradec, Husova 333 , 37701",7941K41,2022,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,2003.0,Česká republika,40711,,Děčín,,Česká republika,Gymnázium,Česká republika,"Děčín, Komenského nám. 340/4 , 40502",7941K41,2022,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2022,B0532A330032,Geografie,P,B,,,,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,2004.0,Republika Kazachstán,0,100000,nevyplněno,Karaganda,Republika Kazachstán,Zahraniční školy-Republika Kazachstán,Republika Kazachstán,,,2021,Škola Lyceum č. 66,Karaganda,všeobecně,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,,,,
PRF,1998.0,Česká republika,0,,nevyplněno,,Česká republika,"Biskupské gymnázium, ZŠ a MŠ Bohosudov",Česká republika,"Krupka, Koněvova 100 , 41742",7941K401,2018,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,2003.0,Ruská federace,0,,nevyplněno,,Česká republika,Zahraniční školy-Ruská federace,Ruská federace,,,2021,Střední škola č.529,"Petergof, Saint Petersburg",Všeobecná,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,,,,
PRF,2002.0,Česká republika,0,,nevyplněno,,Česká republika,"SOŠ podnikatelská, s.r.o.",Česká republika,"Most, Topolová 584 , 43401",6341M01,2021,,,,CESKA ZEMEDELSKA UNIVERZITA V PRAZE,CESKA ZEMEDELSKA UNIVERZITA V PRAZE,Česká republika,,2022,B0532A330032,Geografie,P,B,,,,,1,Ekonomika a administrativa,Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2002.0,Ruská federace,0,,nevyplněno,,Česká republika,Zahraniční školy-Ruská federace,Ruská federace,,,2020,"Gymnázium, Střední škola 83",Tyumen,všeobecná,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,,,,
PRF,1998.0,Česká republika,0,,nevyplněno,,Česká republika,"Biskupské gymnázium, círk. ZŠ, MŠ a ZUŠ",Česká republika,"Hradec Králové, Orlické nábřeží 356/1 , 50003",7941K61,2018,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,1,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,2002.0,Česká republika,0,,nevyplněno,,Česká republika,SOŠ,Česká republika,,6542M02,2021,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,2,"Gastronomie, hotelnictví a turismus",Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2003.0,Česká republika,41742,,Krupka,,Česká republika,"TRIVIS - SŠ veřejnoprávní, s.r.o.",Česká republika,"Ústí nad Labem, Máchova 1376/3 , 40003",6842M01,2022,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2022,B0532A330032,Geografie,P,B,,,,,2,"Právo, právní a veřejnosprávní činnost",Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2003.0,Ruská federace,0,305008,nevyplněno,Kursk,Ruská federace,Zahraniční školy-Ruská federace,Ruská federace,,,2021,MBU SOŠ č.30,Kursk,Všeobecná,,,,,2022,B0532A330032,Geografie,P,B,,,,,2,,,,
PRF,2002.0,Česká republika,40701,,Jílové,,Česká republika,"Evropská OA, příspěvková organizace",Česká republika,"Děčín, Komenského nám. 520/2 , 40502",6341M02,2022,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2022,B0532A330032,Geografie,P,B,,,,,2,Ekonomika a administrativa,Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,1999.0,Česká republika,41705,,Osek,,Česká republika,Stř.škola diplomacie a veř.správy s.r.o.,Česká republika,"Most, Josefa Ševčíka 911/40 , 43401",6842M01,2019,,,,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2022,B0532A330032,Geografie,P,B,,,,,2,"Právo, právní a veřejnosprávní činnost",Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2002.0,Česká republika,40003,,Ústí nad Labem,,Česká republika,SOŠ,Česká republika,,7541M01,2022,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,2,"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2002.0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium Jana Palacha,Česká republika,"Mělník, Pod Vrchem 3421 , 27601",7941K41,2022,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,2,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,2001.0,Ruská federace,0,,nevyplněno,,Česká republika,Zahraniční školy-Ruská federace,Ruská federace,,,2019,Střední škola 80,Jaroslavl,-,,,,,2022,B0532A330032,Geografie,P,B,,,,,2,,,,
PRF,2003.0,Ruská federace,0,,nevyplněno,,Česká republika,Zahraniční školy-Ruská federace,Ruská federace,,,2021,číslo 5,Dobryanka,všeobecná,,,,,2022,B0532A330032,Geografie,P,B,,,,,2,,,,
PRF,2000.0,Česká republika,0,,nevyplněno,,Česká republika,"SŠ inf. a CR SČMSD Humpolec, s.r.o.",Česká republika,"Humpolec, Hradská 276 , 39601",6641L51,2020,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,2,Obchod,Úplné střední odborné vzdělání s odborným výcvikem a maturitou,,
PRF,1997.0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium Dr. Karla Polesného,Česká republika,"Znojmo, náměstí Komenského 945/4 , 66975",7941K81,2017,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,2,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,2002.0,Ruská federace,0,,nevyplněno,,Česká republika,Zahraniční školy-Ruská federace,Ruská federace,,,2020,Liceum 126,Petrohrad,všeobecně-vzdělávací,,,,,2022,B0532A330032,Geografie,P,B,,,,,2,,,,
PRF,2003.0,Slovenská republika,0,,nevyplněno,,Česká republika,Zahraniční školy-Slovenská republika,Slovenská republika,,,2022,Gymnázium Janka Jesenského,Bánovce nad Bebravou,gymnázium,,,,,2022,B0532A330032,Geografie,P,B,,,,,2,,,,
PRF,1999.0,Česká republika,0,,nevyplněno,,Česká republika,VOŠ zdravotnická a Střední zdrav.škola,Česká republika,"Praha 1 - Staré Město, Alšovo nábřeží 82/6 , 11000",5343M01,2019,,,,CESKÉ VYSOKÉ UCENI TECHNICKÉ V PRAZE,CESKÉ VYSOKÉ UCENI TECHNICKÉ V PRAZE,Česká republika,,2022,B0532A330032,Geografie,P,B,,,,,2,Zdravotnictví,Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2002.0,Česká republika,41501,,Teplice,,Česká republika,"TRIVIS - SŠ veřejnoprávní, s.r.o.",Česká republika,"Ústí nad Labem, Máchova 1376/3 , 40003",6842M01,2022,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,2,"Právo, právní a veřejnosprávní činnost",Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2002.0,Ruská federace,0,,nevyplněno,,Česká republika,Zahraniční školy-Ruská federace,Ruská federace,,,2020,Gymnázium 18,Korolev,Všeobecná,,,,,2022,B0532A330032,Geografie,P,B,,,,,2,,,,
PRF,2001.0,Ruská federace,0,354382,nevyplněno,Sochi,Ruská federace,Zahraniční školy-Ruská federace,Ruská federace,,,2019,střední škola číslo 49 pojmenovaná po N.I. Kondratenko - Soči,Soči,Historie a filozofie,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Univerzita Jana Evangelisty Purkyně v Ústí nad Labem,Česká republika,2023.0,2022,B0532A330032,Geografie,P,B,,,,,2,,,,
PRF,2002.0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Chomutov, Mostecká 3000 , 43001",7941K41,2022,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,2,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,1997.0,Česká republika,0,,nevyplněno,,Česká republika,SPŠ sdělovací techniky,Česká republika,"Praha 1 - Nové Město, Panská 856/3 , 11000",8243N01,2017,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,2,Umění a užité umění,Vyšší odborné vzdělání,,
PRF,2001.0,Ruská federace,0,,nevyplněno,,Česká republika,Zahraniční školy-Ruská federace,Ruská federace,,,2020,SŠ právnická,Petropavlovsk-Kamchatskiy,právnická,,,,,2022,B0532A330032,Geografie,P,B,,,,,2,,,,
PRF,1999.0,Ukrajina,0,,nevyplněno,,Česká republika,Zahraniční školy-Ukrajina,Ukrajina,,,2016,Vojinský liceum,Kyiv,všeobecná,,,,,2022,B0532A330032,Geografie,P,B,,,,,2,,,,
PRF,1999.0,Ukrajina,0,,nevyplněno,,Česká republika,Zahraniční školy-Ukrajina,Ukrajina,,,2016,KTKT ČNTU,Chenihiv,Automobilová,,,,,2022,B0532A330032,Geografie,P,B,,,,,2,,,,
PRF,1998.0,Ukrajina,0,,nevyplněno,,Česká republika,Zahraniční školy-Ukrajina,Ukrajina,,,2016,Medicinsky liceum,Kirovohrad,medicína,,,,,2022,B0532A330032,Geografie,P,B,,,,,2,,,,
PRF,2002.0,Česká republika,0,,nevyplněno,,Česká republika,Gymnázium,Česká republika,"Chomutov, Mostecká 3000 , 43001",7941K41,2022,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,2,Obecná příprava,Úplné střední všeobecné vzdělání (poskytují gymnázia),,
PRF,1997.0,Česká republika,28002,,Kolín,,Česká republika,"TRIVIS-SŠ veřejnoprávní a  VOŠ, s.r.o.",Česká republika,"Praha 8 - Kobylisy, Hovorčovická 1281/11 , 18200",6842M01,2017,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,2,"Právo, právní a veřejnosprávní činnost",Úplné střední odborné vzdělání s maturitou (bez vyučení),,
PRF,2002.0,Česká republika,0,,nevyplněno,,Česká republika,Střední škola AGC a.s.,Česká republika,"Teplice, Rooseveltovo náměstí 5/5 , 41503",7531M01,2022,,,,,,,,2022,B0532A330032,Geografie,P,B,,,,,2,"Pedagogika, učitelství a sociální péče",Úplné střední odborné vzdělání s maturitou (bez vyučení),,
